32.810398,10.306497
39.258135,-1.501284
52.023498,60.884638
44.738554,61.431933
25.191647,109.214908
56.515079,56.190218
16.104123,97.081152
111.078768,78.137061
53.686524,13.347016
56.677796,27.489156
77.728331,43.116026
80.392408,61.570394
46.008863,11.160502
6.305298,65.389258
66.511491,-2.657842
1.630139,35.834757
90.802109,31.146397
54.145740,53.499173
46.293467,55.031247
80.766864,30.111351
76.248031,43.796118
43.345731,43.835115
63.089102,54.375958
89.663604,64.132545
85.263414,107.722230
